Bowler,Overs,Maidens,Runs,Wickets,Economy,0s,4s,6s,Wides,NoBalls,Year,Balls
Manjula Guruge,8,0,56,4,7.0,25,4,3,2,0,2015,48
Amjad Javed,9,0,76,0,8.44,23,7,3,2,0,2015,54
Mohammad Tauqir,10,0,52,0,5.2,24,3,0,1,0,2015,60
Khurram Khan,3,0,21,0,7.0,6,1,1,0,0,2015,18
Krishna Chandran,8,0,58,0,7.25,16,2,2,0,0,2015,48
Rohan Mustafa,2,0,23,0,11.5,4,3,0,2,0,2015,12
Mohammad Irfan,3,1,2,0,0.67,16,0,0,0,0,2015,18
Sohail Khan,9,2,54,2,6.0,39,7,3,3,0,2015,54
Rahat Ali,10,0,30,1,3.0,42,2,0,2,0,2015,60
Wahab Riaz,10,1,54,2,5.4,34,3,1,2,0,2015,60
Shahid Afridi,10,1,35,2,3.5,35,1,0,3,0,2015,60
Sohaib Maqsood,5,0,16,1,3.2,21,0,1,1,0,2015,30
Haris Sohail,3,0,18,0,6.0,9,3,0,0,0,2015,18
John Mooney,7,2,52,1,7.43,25,3,3,1,2,2015,42
Max Sorensen,6,0,76,0,12.67,13,8,4,6,1,2015,36
Kevin O'Brien,7,0,95,1,13.57,7,12,3,0,0,2015,42
George Dockrell,10,0,56,0,5.6,27,5,1,0,0,2015,60
Paul Stirling,10,0,68,0,6.8,15,6,0,0,0,2015,60
Andy McBrine,10,0,63,2,6.3,19,3,1,0,0,2015,60
Dale Steyn,8,0,39,2,4.88,28,5,0,0,0,2015,48
Kyle Abbott,8,0,21,4,2.63,37,2,0,1,0,2015,48
Morne Morkel,9,0,34,3,3.78,40,5,0,3,0,2015,54
Imran Tahir,10,1,50,0,5.0,37,5,2,0,0,2015,60
Farhaan Behardien,2,0,13,0,6.5,3,1,0,0,0,2015,12
Rilee Rossouw,2,0,13,0,6.5,2,0,0,0,0,2015,12
Faf du Plessis,4,0,30,0,7.5,10,1,1,1,0,2015,24
AB de Villiers,2,0,7,1,3.5,8,1,0,0,0,2015,12
Tinashe Panyangara,10,1,49,0,4.9,35,4,1,2,0,2015,60
Tendai Chatara,10,2,35,3,3.5,40,2,0,6,0,2015,60
Tawanda Mupariwa,8,1,36,1,4.5,30,3,0,3,0,2015,48
Sean Williams,10,1,48,2,4.8,30,4,0,1,0,2015,60
Hamilton Masakadza,3,0,14,0,4.67,10,2,0,0,0,2015,18
Elton Chigumbura,1,0,7,0,7.0,3,0,0,4,0,2015,6
Sikandar Raza,7,0,34,1,4.86,17,0,0,0,0,2015,42
Solomon Mire,1,0,9,0,9.0,1,1,0,1,0,2015,6
Mohammad Irfan,10,2,30,4,3.0,47,2,0,3,0,2015,60
Sohail Khan,10,0,45,0,4.5,36,6,0,0,0,2015,60
Rahat Ali,10,0,37,1,3.7,38,2,0,4,1,2015,60
Wahab Riaz,9.4,1,45,4,4.66,39,4,0,2,0,2015,58
Shahid Afridi,10,1,53,0,5.3,31,5,0,0,0,2015,60
Lasith Malinga,10,0,63,1,6.3,30,10,0,2,0,2015,60
Suranga Lakmal,7.4,0,71,1,9.26,25,11,1,2,2,2015,46
Angelo Mathews,10,1,43,1,4.3,38,4,1,1,0,2015,60
Tillakaratne Dilshan,8.2,0,35,1,4.2,24,1,1,0,0,2015,50
Rangana Herath,5.5,0,35,1,6.0,10,3,0,0,0,2015,35
Thisara Perera,8.1,0,55,1,6.73,24,6,2,0,0,2015,49
James Anderson,8,0,48,0,6.0,23,6,0,0,0,2015,48
Stuart Broad,10,1,67,0,6.7,27,6,2,1,0,2015,60
Chris Woakes,9.2,0,72,0,7.71,20,9,1,1,0,2015,56
Steven Finn,8,0,54,0,6.75,19,4,2,1,0,2015,48
Moeen Ali,10,0,50,1,5.0,25,2,1,0,0,2015,60
Joe Root,2,0,12,0,6.0,3,1,0,0,0,2015,12
Bhuvneshwar Kumar,5,0,19,1,3.8,21,2,0,2,0,2015,30
Umesh Yadav,6.3,2,15,2,2.31,33,2,0,3,0,2015,39
Ravichandran Ashwin,10,1,25,4,2.5,44,1,0,1,0,2015,60
Mohit Sharma,5,1,16,1,3.2,23,2,0,2,0,2015,30
Ravindra Jadeja,5,0,23,2,4.6,22,3,1,0,0,2015,30
Mohammad Naveed,5,0,35,1,7.0,19,8,0,0,0,2015,30
Manjula Guruge,6,1,19,0,3.17,29,2,1,0,0,2015,36
Amjad Javed,2,0,12,0,6.0,6,2,0,0,0,2015,12
Krishna Chandran,3,0,17,0,5.67,8,2,0,0,0,2015,18
Mohammad Tauqir,2.5,0,21,0,7.41,8,4,0,0,0,2015,17
Tim Southee,9,0,65,2,7.22,29,7,1,4,0,2015,54
Trent Boult,10,3,27,5,2.7,46,1,1,2,0,2015,60
Daniel Vettori,10,0,41,2,4.1,33,2,1,0,0,2015,60
Adam Milne,3,0,6,0,2.0,15,1,0,0,0,2015,18
Corey Anderson,0.2,0,6,1,18.0,1,0,1,0,0,2015,2
Mitchell Johnson,6,1,68,0,11.33,18,9,4,0,1,2015,36
Mitchell Starc,9,0,28,6,3.11,42,2,1,4,0,2015,54
Pat Cummins,6.1,0,38,2,6.16,22,2,1,2,0,2015,37
Mitchell Marsh,1,0,11,0,11.0,2,2,0,0,0,2015,6
Glenn Maxwell,1,0,7,1,7.0,4,0,1,0,0,2015,6
Jerome Taylor,8,1,64,0,8.0,22,6,1,2,1,2015,48
Jason Holder,10,2,104,1,10.4,27,8,6,2,2,2015,60
Andre Russell,9,0,74,2,8.22,19,5,2,1,0,2015,54
Marlon Samuels,2,0,14,0,7.0,3,1,0,0,0,2015,12
Sulieman Benn,10,0,79,0,7.9,15,7,1,1,0,2015,60
Daren Sammy,7,0,50,0,7.14,12,3,1,0,0,2015,42
Chris Gayle,4,0,21,2,5.25,9,0,0,3,0,2015,24
Dale Steyn,7,0,24,1,3.43,32,0,2,2,0,2015,42
Kyle Abbott,8,0,37,2,4.63,31,6,0,1,0,2015,48
Morne Morkel,5.1,0,23,2,4.45,20,3,0,0,0,2015,31
Imran Tahir,10,2,45,5,4.5,37,2,3,0,0,2015,60
Faf du Plessis,3,0,17,0,5.67,7,1,0,0,0,2015,18
Mashrafe Mortaza,10,0,53,0,5.3,34,6,0,0,0,2015,60
Rubel Hossain,9,0,62,1,6.89,23,4,1,5,0,2015,54
Taskin Ahmed,10,1,82,0,8.2,24,13,0,2,0,2015,60
Shakib Al Hasan,10,0,55,0,5.5,30,6,0,0,0,2015,60
Mahmudullah,7,0,49,0,7.0,15,7,0,0,0,2015,42
Sabbir Rahman,4,0,26,0,6.5,8,2,0,1,0,2015,24
Lasith Malinga,9,0,35,3,3.89,34,4,0,0,0,2015,54
Suranga Lakmal,8,0,49,2,6.13,24,6,0,2,0,2015,48
Angelo Mathews,5.4,0,36,1,6.35,18,4,1,0,0,2015,34
Rangana Herath,10,0,43,0,4.3,37,4,1,0,0,2015,60
Thisara Perera,6.2,0,33,1,5.21,18,3,0,1,0,2015,38
Tillakaratne Dilshan,8,0,35,2,4.38,28,2,1,3,0,2015,48
Shapoor Zadran,10,1,38,4,3.8,41,4,0,2,1,2015,60
Dawlat Zadran,10,1,29,3,2.9,48,4,0,2,0,2015,60
Hamid Hassan,10,1,32,1,3.2,45,5,0,0,0,2015,60
Gulbadin Naib,9,0,53,1,5.89,31,8,0,2,0,2015,54
Mohammad Nabi,10,0,38,1,3.8,34,1,0,2,0,2015,60
Javed Ahmadi,1,0,8,0,8.0,2,0,0,0,0,2015,6
Iain Wardlaw,9.3,0,61,0,6.42,29,9,0,2,1,2015,57
Josh Davey,10,1,34,2,3.4,45,4,1,1,0,2015,60
Alasdair Evans,10,1,30,2,3.0,45,3,0,4,0,2015,60
Majid Haq,10,0,45,1,4.5,41,1,4,1,0,2015,60
Richie Berrington,10,0,40,4,4.0,37,4,0,2,0,2015,60
John Mooney,6,0,32,0,5.33,22,2,0,2,1,2015,36
Max Sorensen,10,0,60,2,6.0,26,6,0,0,0,2015,60
Alex Cusack,10,0,54,2,5.4,36,6,0,3,0,2015,60
Paul Stirling,10,0,27,2,2.7,41,1,0,1,0,2015,60
Kevin O'Brien,7,0,61,2,8.71,16,7,0,4,0,2015,42
George Dockrell,7,0,39,1,5.57,22,3,1,1,0,2015,42
Mohammad Naveed,9.2,1,65,2,6.96,27,9,0,0,1,2015,56
Manjula Guruge,7,0,21,1,3.0,29,0,0,1,0,2015,42
Amjad Javed,10,0,60,3,6.0,32,6,2,0,0,2015,60
Mohammad Tauqir,9,0,38,2,4.22,31,3,0,0,1,2015,54
Rohan Mustafa,9,0,45,0,5.0,21,2,0,0,0,2015,54
Krishna Chandran,5,0,43,0,8.6,7,5,0,1,0,2015,30
Tinashe Panyangara,9,0,82,1,9.11,26,6,4,4,2,2015,54
Tendai Chatara,9.4,0,74,0,7.66,28,8,2,0,2,2015,58
Sean Williams,5,0,48,0,9.6,8,1,4,1,0,2015,30
Elton Chigumbura,7,0,44,0,6.29,26,2,2,6,1,2015,42
Sikandar Raza,10,1,45,0,4.5,31,1,1,4,0,2015,60
Tafadzwa Kamungozi,3,0,37,0,12.33,7,2,4,0,0,2015,18
Hamilton Masakadza,6.2,0,39,1,6.16,13,1,2,0,0,2015,38
Jerome Taylor,10,0,38,3,3.8,35,1,0,5,0,2015,60
Jason Holder,7,0,48,3,6.86,20,6,1,1,0,2015,42
Nikita Miller,6.3,0,48,1,7.38,16,5,1,2,0,2015,39
Marlon Samuels,9,0,59,1,6.56,20,7,0,0,0,2015,54
Andre Russell,5,0,44,0,8.8,10,5,0,2,2,2015,30
Daren Sammy,1,0,8,0,8.0,2,1,0,0,0,2015,6
Chris Gayle,6,0,35,2,5.83,19,3,1,2,0,2015,36
Iain Wardlaw,10,1,60,1,6.0,33,5,2,2,0,2015,60
Josh Davey,10,0,68,4,6.8,32,7,1,9,0,2015,60
Alasdair Evans,10,1,46,1,4.6,35,5,0,2,0,2015,60
Majid Haq,10,0,51,1,5.1,29,0,2,0,1,2015,60
Richie Berrington,5,0,43,1,8.6,11,5,1,2,0,2015,30
Matt Machan,2,0,11,0,5.5,2,0,0,0,0,2015,12
Kyle Coetzer,3,0,19,0,6.33,5,0,1,0,0,2015,18
James Anderson,6,0,30,2,5.0,24,5,0,0,0,2015,36
Stuart Broad,7,0,24,0,3.43,29,3,0,1,0,2015,42
Chris Woakes,5.2,0,25,2,4.69,25,6,0,0,0,2015,32
Steven Finn,9,3,26,3,2.89,38,3,0,0,0,2015,54
Moeen Ali,10,0,47,2,4.7,28,4,0,0,0,2015,60
Joe Root,5,0,27,1,5.4,9,1,0,1,0,2015,30
Dale Steyn,10,1,55,1,5.5,36,6,2,0,0,2015,60
Vernon Philander,4,1,19,0,4.75,15,3,0,0,0,2015,24
Jean-Paul Duminy,7,0,39,0,5.57,17,3,0,1,0,2015,42
Morne Morkel,10,0,59,2,5.9,29,6,1,0,0,2015,60
Imran Tahir,10,0,48,1,4.8,26,2,1,1,0,2015,60
Wayne Parnell,9,0,85,1,9.44,21,11,1,4,2,2015,54
Umesh Yadav,6,0,34,0,5.67,20,4,0,1,0,2015,36
Mohammed Shami,8,1,30,2,3.75,30,2,0,2,0,2015,48
Mohit Sharma,7,0,31,2,4.43,25,3,0,2,0,2015,42
Ravindra Jadeja,8.2,0,37,1,4.44,22,2,0,1,0,2015,50
Ravichandran Ashwin,10,0,41,3,4.1,34,4,0,0,0,2015,60
Suresh Raina,1,0,3,0,3.0,3,0,0,0,0,2015,6
Lasith Malinga,9.4,1,41,3,4.24,44,6,0,5,1,2015,58
Suranga Lakmal,10,1,36,2,3.6,40,2,1,2,0,2015,60
Angelo Mathews,7,0,41,3,5.86,23,3,1,2,0,2015,42
Thisara Perera,10,0,54,1,5.4,33,5,2,1,0,2015,60
Rangana Herath,10,0,41,1,4.1,36,3,1,1,0,2015,60
Jeevan Mendis,3,0,13,0,4.33,9,1,0,0,0,2015,18
Dawlat Zadran,9,0,44,1,4.89,31,2,2,1,0,2015,54
Shapoor Zadran,10,1,48,1,4.8,33,5,0,0,0,2015,60
Hamid Hassan,9,0,45,3,5.0,30,5,0,0,1,2015,54
Mirwais Ashraf,8.1,0,31,0,3.8,29,3,0,0,0,2015,49
Mohammad Nabi,5.2,0,28,0,5.25,12,1,0,1,0,2015,32
Asghar Afghan,0.5,0,6,0,7.2,2,1,0,0,0,2015,5
Samiullah Shinwari,6,0,32,0,5.33,15,3,0,0,0,2015,36
Mohammad Irfan,10,0,44,1,4.4,33,5,0,1,0,2015,60
Sohail Khan,10,1,73,1,7.3,32,6,4,0,1,2015,60
Shahid Afridi,10,0,48,0,4.8,31,2,1,1,0,2015,60
Haris Sohail,9,0,62,2,6.89,22,8,1,0,0,2015,54
Wahab Riaz,10,0,67,1,6.7,30,6,1,4,0,2015,60
Sohaib Maqsood,1,0,8,0,8.0,2,1,0,0,0,2015,6
Jerome Taylor,7,1,15,3,2.14,32,0,0,2,0,2015,42
Jason Holder,7,2,23,1,3.29,33,4,0,1,0,2015,42
Andre Russell,8,2,33,3,4.13,32,3,1,2,0,2015,48
Daren Sammy,8,0,47,1,5.88,27,6,1,0,0,2015,48
Sulieman Benn,9,0,39,2,4.33,29,1,0,0,1,2015,54
Tim Southee,9,0,33,7,3.67,38,4,0,3,0,2015,54
Trent Boult,10,2,32,1,3.2,39,1,0,1,0,2015,60
Adam Milne,5.2,1,25,1,4.69,21,3,0,2,0,2015,32
Daniel Vettori,7,0,19,1,2.71,25,0,0,0,0,2015,42
Corey Anderson,2,0,8,0,4.0,8,1,0,1,0,2015,12
James Anderson,5,0,37,0,7.4,16,5,0,3,0,2015,30
Stuart Broad,2.2,0,27,0,11.57,7,3,1,1,0,2015,14
Steven Finn,2,0,49,0,24.5,2,3,6,0,0,2015,12
Chris Woakes,3,1,8,2,2.67,16,2,0,0,0,2015,18
Tinashe Panyangara,9,0,66,0,7.33,29,8,2,5,0,2015,54
Tendai Chatara,10,1,42,3,4.2,41,2,2,3,1,2015,60
Solomon Mire,8,0,39,2,4.88,30,6,0,0,0,2015,48
Tafadzwa Kamungozi,10,0,53,0,5.3,33,8,0,0,0,2015,60
Elton Chigumbura,1,0,12,0,12.0,3,1,0,2,0,2015,6
Sean Williams,8,0,43,2,5.38,19,3,0,1,0,2015,48
Sikandar Raza,3,0,11,0,3.67,10,1,0,0,0,2015,18
Hamilton Masakadza,1,0,9,0,9.0,1,1,0,0,0,2015,6
Mohammad Naveed,10,1,60,1,6.0,34,6,1,4,0,2015,60
Amjad Javed,9,0,49,1,5.44,33,7,0,5,0,2015,54
Nasir Aziz,10,0,53,1,5.3,30,3,1,0,0,2015,60
Mohammad Tauqir,9,0,51,2,5.67,26,5,1,1,0,2015,54
Krishna Chandran,9,0,59,1,6.56,22,4,2,0,0,2015,54
Rohan Mustafa,1,0,8,0,8.0,2,1,0,0,0,2015,6
Hamid Hassan,10,0,61,2,6.1,32,7,1,1,0,2015,60
Shapoor Zadran,7,1,20,2,2.86,30,2,0,0,0,2015,42
Aftab Alam,9,0,55,2,6.11,28,5,1,3,0,2015,54
Mirwais Ashraf,9,3,32,2,3.56,40,2,1,1,0,2015,54
Mohammad Nabi,9,0,58,1,6.44,17,5,0,1,0,2015,54
Javed Ahmadi,4.5,0,32,0,6.62,9,3,0,0,0,2015,29
Samiullah Shinwari,1.1,0,2,0,1.71,5,0,0,0,0,2015,7
Mashrafe Mortaza,9,2,20,3,2.22,43,3,0,0,0,2015,54
Rubel Hossain,6,0,27,1,4.5,22,2,0,1,0,2015,36
Taskin Ahmed,7,0,23,1,3.29,25,2,0,0,0,2015,42
Shakib Al Hasan,8.5,0,43,2,4.87,30,2,2,0,0,2015,53
Mahmudullah,8,1,31,1,3.88,26,2,0,1,0,2015,48
Soumya Sarkar,3,0,13,0,4.33,8,0,0,0,0,2015,18
Sabbir Rahman,1,0,4,0,4.0,3,0,0,0,0,2015,6
Tim Southee,8,3,35,2,4.38,33,5,1,0,0,2015,48
Trent Boult,6,1,21,2,3.5,29,3,0,4,0,2015,36
Adam Milne,7,0,32,0,4.57,25,3,0,1,0,2015,42
Daniel Vettori,8.2,1,24,3,2.88,32,0,1,0,0,2015,50
Grant Elliott,2,0,11,0,5.5,4,1,0,0,0,2015,12
Corey Anderson,5,1,18,3,3.6,21,2,0,0,0,2015,30
Iain Wardlaw,9.5,0,57,3,5.8,38,10,0,1,0,2015,59
Rob Taylor,4,0,27,0,6.75,11,4,0,2,0,2015,24
Josh Davey,7,0,40,3,5.71,25,6,0,2,0,2015,42
Majid Haq,4,0,21,1,5.25,12,3,0,0,0,2015,24
John Mooney,7,1,59,1,8.43,18,7,2,3,0,2015,42
Max Sorensen,8,0,64,1,8.0,20,5,3,1,0,2015,48
Andy McBrine,10,1,26,0,2.6,41,2,0,0,0,2015,60
Kevin O'Brien,9,0,71,1,7.89,31,8,4,3,0,2015,54
George Dockrell,10,0,50,3,5.0,38,4,2,1,0,2015,60
Paul Stirling,6,0,33,0,5.5,18,2,1,1,0,2015,36
Jason Holder,9,1,44,0,4.89,33,5,0,2,0,2015,54
Kemar Roach,6,0,52,0,8.67,15,6,2,1,0,2015,36
Jerome Taylor,8.5,0,71,3,8.04,26,10,2,1,0,2015,53
Andre Russell,6,0,33,0,5.5,17,2,1,1,0,2015,36
Chris Gayle,8,0,41,1,5.13,20,3,0,0,0,2015,48
Daren Sammy,3,0,25,0,8.33,7,3,1,0,0,2015,18
Marlon Samuels,4,0,25,1,6.25,10,3,0,0,0,2015,24
Lendl Simmons,1,0,12,0,12.0,0,2,0,0,0,2015,6
Mohammad Irfan,10,0,58,0,5.8,31,6,1,2,1,2015,60
Sohail Khan,10,0,55,5,5.5,32,6,1,1,0,2015,60
Shahid Afridi,8,0,50,0,6.25,12,1,1,0,0,2015,48
Wahab Riaz,10,0,49,1,4.9,23,3,0,0,0,2015,60
Yasir Shah,8,0,60,0,7.5,14,6,1,0,0,2015,48
Haris Sohail,4,0,26,0,6.5,9,1,1,0,0,2015,24
Umesh Yadav,10,0,50,2,5.0,37,7,0,5,0,2015,60
Mohammed Shami,9,1,35,4,3.89,38,4,0,4,0,2015,54
Mohit Sharma,9,0,35,2,3.89,33,2,0,0,1,2015,54
Suresh Raina,1,0,6,0,6.0,2,0,0,0,0,2015,6
Ravichandran Ashwin,8,3,41,1,5.13,30,5,1,1,0,2015,48
Ravindra Jadeja,10,0,56,1,5.6,28,4,1,0,0,2015,60
Tinashe Panyangara,10,2,73,1,7.3,29,5,4,3,0,2015,60
Tendai Chatara,10,1,71,1,7.1,29,6,2,3,1,2015,60
Solomon Mire,6,0,61,0,10.17,11,5,3,2,0,2015,36
Elton Chigumbura,4,0,30,1,7.5,12,1,2,2,1,2015,24
Sean Williams,8,0,44,0,5.5,19,0,2,1,0,2015,48
Tafadzwa Kamungozi,8,0,34,1,4.25,23,1,1,0,0,2015,48
Sikandar Raza,3,0,19,0,6.33,3,0,0,1,0,2015,18
Hamilton Masakadza,1,0,6,0,6.0,3,1,0,0,0,2015,6
Vernon Philander,8,0,30,2,3.75,31,3,0,3,0,2015,48
Morne Morkel,8.2,1,49,2,5.88,32,6,2,2,0,2015,50
Dale Steyn,9,0,64,1,7.11,28,9,2,0,0,2015,54
Farhaan Behardien,5,0,40,0,8.0,11,3,2,1,0,2015,30
Jean-Paul Duminy,8,0,45,1,5.63,22,4,1,2,0,2015,48
Imran Tahir,10,0,36,3,3.6,34,3,0,1,0,2015,60
James Anderson,10,0,67,0,6.7,31,8,1,1,0,2015,60
Stuart Broad,10,0,66,2,6.6,29,8,0,1,0,2015,60
Chris Woakes,10,0,65,1,6.5,22,7,0,0,0,2015,60
Steven Finn,10,0,71,5,7.1,28,8,0,1,0,2015,60
Moeen Ali,9,0,60,0,6.67,19,6,1,0,0,2015,54
Joe Root,1,0,11,0,11.0,3,1,1,0,0,2015,6
Mitchell Starc,9,1,47,2,5.22,34,6,1,0,0,2015,54
Josh Hazlewood,6.5,0,45,0,6.59,22,6,0,3,0,2015,41
Mitchell Johnson,8,0,36,2,4.5,35,4,0,3,0,2015,48
Mitchell Marsh,9,0,33,5,3.67,33,2,1,0,0,2015,54
Shane Watson,3,0,13,0,4.33,8,0,0,0,0,2015,18
Glenn Maxwell,4,0,33,0,8.25,6,3,0,1,0,2015,24
Steven Smith,2,0,19,0,9.5,3,2,0,0,0,2015,12
Nuwan Kulasekara,8,0,78,1,9.75,16,9,2,3,0,2015,48
Lasith Malinga,10,0,84,0,8.4,19,8,1,3,3,2015,60
Angelo Mathews,6,0,28,0,4.67,20,4,0,0,0,2015,36
Rangana Herath,9,0,37,1,4.11,30,3,0,1,0,2015,54
Tillakaratne Dilshan,5,0,35,0,7.0,11,2,1,1,0,2015,30
Suranga Lakmal,10,0,62,2,6.2,28,8,0,0,0,2015,60
Jeevan Mendis,2,0,5,2,2.5,7,0,0,0,0,2015,12
Tim Southee,10,1,43,2,4.3,37,5,0,2,0,2015,60
Trent Boult,10,0,64,2,6.4,27,9,0,0,0,2015,60
Adam Milne,10,0,56,2,5.6,30,6,0,3,1,2015,60
Daniel Vettori,10,0,34,2,3.4,33,1,0,2,0,2015,60
Grant Elliott,2,0,11,0,5.5,4,1,0,0,0,2015,12
Kane Williamson,1,0,7,0,7.0,0,0,0,0,0,2015,6
Corey Anderson,3.1,0,18,2,5.68,10,2,0,3,0,2015,19
Chris Woakes,9,0,37,3,4.11,37,3,0,4,1,2019,54
Jofra Archer,10,0,42,1,4.2,33,1,1,5,0,2019,60
Liam Plunkett,10,0,42,3,4.2,36,4,0,0,0,2019,60
Mark Wood,10,1,49,1,4.9,33,3,1,2,0,2019,60
Adil Rashid,8,0,39,0,4.88,15,1,0,0,0,2019,48
Ben Stokes,3,0,20,0,6.67,6,2,0,2,0,2019,18
Trent Boult,10,0,67,0,6.7,31,8,1,2,0,2019,60
Matt Henry,10,2,40,1,4.0,39,5,0,0,0,2019,60
Colin de Grandhomme,10,2,25,1,2.5,41,1,0,1,0,2019,60
Lockie Ferguson,10,0,50,3,5.0,35,5,0,3,0,2019,60
James Neesham,7,0,43,3,6.14,19,3,1,1,0,2019,42
Mitchell Santner,3,0,11,0,3.67,8,0,0,1,0,2019,18
Chris Woakes,8,0,20,3,2.5,37,3,0,0,0,2019,48
Jofra Archer,10,0,32,2,3.2,38,1,0,2,0,2019,60
Ben Stokes,4,0,22,0,5.5,12,2,0,0,0,2019,24
Mark Wood,9,0,45,1,5.0,27,3,0,4,0,2019,54
Liam Plunkett,8,0,44,0,5.5,25,3,1,3,0,2019,48
Adil Rashid,10,0,54,3,5.4,26,3,1,1,0,2019,60
Jason Behrendorff,8.1,2,38,0,4.65,31,5,0,1,0,2019,49
Mitchell Starc,9,0,70,1,7.78,31,12,1,3,0,2019,54
Pat Cummins,7,0,34,1,4.86,28,4,0,2,0,2019,42
Nathan Lyon,5,0,49,0,9.8,9,7,1,0,0,2019,30
Steven Smith,1,0,21,0,21.0,1,0,3,1,0,2019,6
Marcus Stoinis,2,0,13,0,6.5,7,2,0,1,0,2019,12
Bhuvneshwar Kumar,10,1,43,3,4.3,32,2,0,0,0,2019,60
Jasprit Bumrah,10,1,39,1,3.9,31,1,0,0,0,2019,60
Hardik Pandya,10,0,55,1,5.5,29,5,0,5,0,2019,60
Ravindra Jadeja,10,0,34,1,3.4,38,2,0,0,0,2019,60
Yuzvendra Chahal,10,0,63,1,6.3,28,5,1,4,0,2019,60
Trent Boult,10,2,42,2,4.2,36,4,0,3,0,2019,60
Matt Henry,10,1,37,3,3.7,42,5,0,3,0,2019,60
Lockie Ferguson,10,0,43,1,4.3,36,1,2,2,0,2019,60
Colin de Grandhomme,2,0,13,0,6.5,4,0,0,1,0,2019,12
James Neesham,7.3,0,49,1,6.53,22,3,1,3,0,2019,45
Mitchell Santner,10,2,34,2,3.4,40,0,2,1,0,2019,60
Mitchell Starc,9,0,59,2,6.56,27,7,0,4,0,2019,54
Jason Behrendorff,8,0,55,1,6.88,21,6,1,0,0,2019,48
Nathan Lyon,10,0,53,2,5.3,32,4,2,0,0,2019,60
Pat Cummins,9,0,66,1,7.33,28,6,2,3,0,2019,54
Steven Smith,1,0,5,0,5.0,4,1,0,0,0,2019,6
Marcus Stoinis,3,0,19,0,6.33,5,1,0,1,0,2019,18
Glenn Maxwell,10,0,57,0,5.7,22,1,2,1,0,2019,60
Imran Tahir,9,0,59,1,6.56,23,7,1,0,0,2019,54
Kagiso Rabada,10,0,56,3,5.6,33,6,1,0,0,2019,60
Dwaine Pretorius,6,2,27,2,4.5,26,5,0,1,0,2019,36
Chris Morris,9,0,63,1,7.0,24,7,2,0,0,2019,54
Tabraiz Shamsi,9,0,62,0,6.89,20,7,0,1,0,2019,54
Andile Phehlukwayo,2.5,0,22,2,7.76,5,2,0,1,0,2019,17
Jean-Paul Duminy,4,0,22,0,5.5,11,3,0,0,0,2019,24
Bhuvneshwar Kumar,10,0,73,1,7.3,26,10,0,3,0,2019,60
Jasprit Bumrah,10,2,37,3,3.7,36,3,0,2,0,2019,60
Hardik Pandya,10,0,50,1,5.0,25,4,0,1,1,2019,60
Ravindra Jadeja,10,0,40,1,4.0,37,1,2,0,0,2019,60
Kuldeep Yadav,10,0,58,1,5.8,26,6,0,1,0,2019,60
Lasith Malinga,10,1,82,1,8.2,20,12,0,4,0,2019,60
Kasun Rajitha,8,0,47,1,5.88,26,8,0,0,0,2019,48
Isuru Udana,9.3,0,50,1,5.26,29,6,0,0,0,2019,57
Thisara Perera,10,0,34,0,3.4,32,1,0,0,0,2019,60
Dhananjaya de Silva,6,0,51,0,8.5,13,3,3,1,0,2019,36
Mehidy Hasan,10,0,30,1,3.0,38,0,0,1,0,2019,60
Mohammad Saifuddin,9,0,77,3,8.56,22,10,1,3,1,2019,54
Mustafizur Rahman,10,0,75,5,7.5,24,12,0,1,0,2019,60
Mashrafe Mortaza,7,0,46,0,6.57,12,2,0,0,0,2019,42
Shakib Al Hasan,10,0,57,0,5.7,20,3,0,1,0,2019,60
Mosaddek Hossain,4,0,27,0,6.75,10,3,0,1,0,2019,24
Mohammad Hafeez,6,1,32,0,5.33,18,4,0,0,0,2019,36
Mohammad Amir,7,0,31,1,4.43,23,3,0,1,0,2019,42
Shaheen Shah Afridi,9.1,0,35,6,3.82,34,1,1,4,0,2019,55
Wahab Riaz,7,0,33,1,4.71,22,3,0,1,0,2019,42
Imad Wasim,6,0,26,0,4.33,16,2,0,0,0,2019,36
Shadab Khan,9,0,59,2,6.56,24,7,1,0,0,2019,54
Mujeeb Ur Rahman,10,0,52,0,5.2,35,6,1,2,0,2019,60
Dawlat Zadran,9,1,73,2,8.11,28,6,4,1,0,2019,54
Sayed Shirzad,8,0,56,1,7.0,18,4,2,0,0,2019,48
Gulbadin Naib,3,0,18,0,6.0,10,1,1,0,0,2019,18
Mohammad Nabi,10,0,56,1,5.6,32,4,3,0,0,2019,60
Rashid Khan,10,0,52,1,5.2,31,4,1,2,0,2019,60
Sheldon Cottrell,7,0,43,0,6.14,21,4,1,3,0,2019,42
Kemar Roach,10,2,37,3,3.7,36,3,0,1,0,2019,60
Oshane Thomas,7,0,43,1,6.14,23,6,1,0,0,2019,42
Jason Holder,8,0,46,0,5.75,26,6,0,2,1,2019,48
Fabian Allen,3,0,26,0,8.67,5,4,0,0,0,2019,18
Carlos Brathwaite,9,0,63,4,7.0,22,3,3,3,1,2019,54
Chris Gayle,6,0,28,1,4.67,16,1,0,1,0,2019,36
Mitchell Santner,10,0,65,1,6.5,24,7,0,2,0,2019,60
Trent Boult,10,0,56,2,5.6,30,6,0,1,0,2019,60
Tim Southee,9,0,70,1,7.78,23,10,1,0,0,2019,54
Matt Henry,10,0,54,2,5.4,30,5,0,2,0,2019,60
Colin de Grandhomme,1,0,11,0,11.0,1,2,0,0,0,2019,6
